09012021320108086981  0000007140000017999000000179990012 00620210115A
09012021320370103094  0000007140000012612700000124859074 00320210115A
09012021320488113381  0000007140000008068000000080680074 00320210115A
09012021320661126139  0000007140000007604000000071820074 00320210115A
09012021320709129380  0000007140000026798000000267980012 00220210115A
09012021320786133956  0000007140000014498000000144980074 00320210115A
09012021320868139199  0000007140000011999000000119990074 00320210115A
09012021321088145342  0000007140000013469900000089797010 00020210115A
09012021321170147195  0000007140000002936000000029360074 00320210115A
10012021321217148211  0000007140000028999000000289990074 00320210115A
10012021321632161448  0000007140000006898000000068980074 00320210115A
10012021321668163976  0000007140000052413800000492759010 00020210115A
10012021321795172397  0000007140000025798000000257980010 00020210115A
10012021321810173328  0000007140000017798000000177980012 00420210115A
10012021321871175996  0000007140000005013000000044195010 00020210115A
10012021321893177178  0000007140000017798000000177980012 00820210115A
10012021322094187854  0000007140000004200800000034178010 00020210115A
10012021322150190854  0000007140000008998000000089980012 01020210115A
10012021322270193448  0000007140000006917000000069170074 00320210115A
10012021322400196774  0000007140000007473000000069500010 00020210115A
10012021322427197475  0000007140000011829000000116850010 00020210115A
10012021322443197808  0000007140000006725100000059946010 00020210115A
10012021322457198262  0000007140000016584000000146940010 00020210115A
10012021322486199017  0000007140000006654000000066540074 00320210115A
10012021322501199353  0000007140000001843000000018430010 00020210115A
11012021322574200183  0000007140000016079600000150541074 00320210115A
11012021322592200201  0000007140000013159100000131591074 00320210115A
11012021322601200230  0000007140000017557800000167568010 00020210115A
11012021322608200243  0000007140000005194000000051940010 00020210115A
11012021322618200282  0000007140000023912800000233117010 00020210115A
11012021322621200292  0000007140000020137100000201371074 00320210115A
11012021322640200379  0000007140000002029500000020295010 00020210115A
11012021322643200434  0000007140000039479100000394791074 00320210115A
11012021322655200537  0000007140000039479100000394791074 00320210115A
11012021322795201222  0000007140000004602200000031933074 00320210115A
11012021322824201369  0000007140000008788100000087881074 00320210115A
11012021322860201591  0000007140000023962500000232804074 00320210115A
11012021322891201807  0000007140000026175200000240242074 00320210115A
11012021322895201863  0000007140000008836900000084049074 00320210115A
11012021322943202295  0000007140000011023800000104947074 00320210115A
11012021322955202385  0000007140000005695200000056512010 00020210115A
11012021323022203198  0000007140000007587000000073507010 00020210115A
11012021323120204520  0000007140000016276100000145191010 00020210115A
11012021323125204540  0000007140000002964900000029649010 00020210115A
11012021323143204771  0000007140000017312500000000000012 00620210115D
11012021323149204820  0000007140000006138100000061381074 00320210115A
11012021323162204952  0000007140000008523900000077728010 00020210115A
11012021323260205918  0000007140000018043400000169176010 00020210115A
11012021323287206206  0000007140000008187500000067456074 00320210115A
11012021323326206626  0000007140000000718200000007182010 00020210115A
11012021323371207472  0000007140000004486500000042885010 00020210115A
11012021323384207739  0000007140000006083700000060837074 00320210115A
11012021323489209943  0000007140000016919100000169191012 02020210115A
11012021323501210216  0000007140000017296000000109268074 00320210115A
11012021323510210444  0000007140000026973600000266247010 00020210115A
11012021323554211714  0000007140000004708500000047085010 00020210115A
11012021323561212196  0000007140000006644900000064816010 00020210115A
11012021323600213213  0000007140000020538100000205381074 00320210115A
11012021323635214165  0000007140000004809000000048090010 00020210115A
11012021323745217793  0000007140000040278100000402781010 00020210115A
11012021323805219469  0000007140000012548100000125481074 00320210115A
11012021323840220314  0000007140000007036800000070368010 00020210115A
11012021323862221020  0000007140000057398100000573981074 00320210115A
11012021323927223782  0000007140000007586800000075868074 00320210115A
11012021323965225144  0000007140000016368300000163683010 00020210115A
11012021323972225321  0000007140000014632400000127077010 00020210115A
11012021324201232076  0000007140000007745600000077456074 00320210115A
11012021324264234225  0000007140000019598100000195981012 00820210115A
11012021324324236517  0000007140000010616400000102012074 00320210115A
11012021324423240241  0000007140000020348100000203481074 00320210115A
11012021324435240480  0000007140000013913000000135000010 00020210115A
11012021324473241685  0000007140000019598100000195981074 00320210115A
11012021324528244143  0000007140000003764700000036991010 00020210115A
11012021324535244325  0000007140000023321400000232800010 00020210115A
11012021324552245418  0000007140000004778100000047781074 00320210115A
11012021324622247851  0000007140000075199100000751991074 00320210115A
11012021324644248694  0000007140000012430900000122544010 00020210115A
11012021324649248816  0000007140000014931100000147108010 00020210115A
11012021324726251896  0000007140000015180200000151802010 00020210115A
11012021324758252893  0000007140000025058100000250581074 00320210115A
11012021324810254301  0000007140000009407500000081944010 00020210115A
11012021324841255032  0000007140000018749200000187492010 00020210115A
11012021324851255236  0000007140000008800300000086515074 00320210115A
11012021324916257465  0000007140000031019100000310191074 00320210115A
11012021324965259193  0000007140000018799100000187991010 00020210115A
11012021325043261733  0000007140000025048100000250481074 00320210115A
11012021325079263144  0000007140000006312200000063122074 00320210115A
11012021325114264851  0000007140000008538000000078988074 00320210115A
11012021325157266641  0000007140000015979100000159791074 00320210115A
11012021325168267181  0000007140000014046400000129712010 00020210115A
11012021325243269331  0000007140000006318800000063188010 00020210115A
11012021325249269492  0000007140000005956800000053707010 00020210115A
11012021325257269830  0000007140000018478100000184781074 00320210115A
11012021325317272655  0000007140000011767000000094521010 00020210115A
11012021325362273982  0000007140000018564200000185642010 00020210115A
11012021325478278246  0000007140000012313100000119289074 00320210115A
11012021325518279801  0000007140000002071800000020718074 00320210115A
11012021325531280194  0000007140000024897800000248978010 00020210115A
11012021325561281290  0000007140000013377100000125359074 00320210115A
11012021325588282474  0000007140000011420600000112711074 00320210115A
11012021325674285577  0000007140000008796100000085742074 00320210115A
11012021325712287051  0000007140000016778100000167781012 01020210115A
11012021325713287195  0000007140000012111900000118321074 00320210115A
11012021325771288914  0000007140000006768000000067680010 00020210115A
11012021325786289231  0000007140000006912800000046601074 00320210115A
11012021325802289497  0000007140000018203100000171627010 00020210115A
11012021325809289793  0000007140000079899100000798991074 00320210115A
11012021325812289699  0000007140000005583600000055836010 00020210115A
11012021325815289947  0000007140000004121000000041210010 00020210115A
11012021325856290284  0000007140000002199600000021996010 00020210115A
11012021325859290361  0000007140000004675600000046756074 00320210115A
11012021325916291204  0000007140000004666900000046669074 00320210115A
11012021325933291427  0000007140000001069700000010697010 00020210115A
11012021325946291519  0000007140000023499100000234991074 00320210115A
11012021325972291837  0000007140000007640300000076403010 00020210115A
11012021326005292144  0000007140000011355200000107065010 00020210115A
11012021326008292122  0000007140000009146300000076853012 00220210115A
11012021326064292832  0000007140000006353500000063535074 00320210115A
11012021326084293040  0000007140000000878900000008789010 00020210115A
11012021326107293290  0000007140000021708700000217087074 00320210115A
11012021326177294000  0000007140000039478100000394781074 00320210115A
11012021326195294018  0000007140000004350300000043343010 00020210115A
11012021326199294146  0000007140000007344500000066710074 00320210115A
11012021326234294473  0000007140000008870800000087327074 00320210115A
11012021326272294952  0000007140000004812900000048129010 00020210115A
11012021326296295118  0000007140000006662700000057163010 00020210115A
11012021326334295474  0000007140000013958100000000000012 00220210115D
11012021326340295450  0000007140000015433300000145879074 00320210115A
11012021326374295726  0000007140000004392600000039273074 00320210115A
11012021326381295873  0000007140000025379100000253791074 00320210115A
11012021326406295999  0000007140000011884400000115320010 00020210115A
11012021326450296340  0000007140000008655600000076415010 00020210115A
11012021326480296638  0000007140000000916500000009165010 00020210115A
11012021326481296672  0000007140000016919100000169191074 00320210115A
11012021326484296702  0000007140000022639000000225404010 00020210115A
11012021326519296782  0000007140000007425200000071122010 00020210115A
11012021326524296869  0000007140000067293100000672931010 00020210115A
11012021326649297509  0000007140000007100800000068764010 00020210115A
11012021326658297528  0000007140000055557000000539982010 00020210115A
11012021326691297746  0000007140000021619100000216191074 00320210115A
11012021326694297836  0000007140000013270200000120238074 00320210115A
11012021326704297868  0000007140000025941200000252307010 00020210115A
11012021326713297819  0000007140000003434800000034348010 00020210115A
11012021326714297862  0000007140000015180200000151802010 00020210115A
11012021326725297991  0000007140000009572000000095720074 00320210115A
11012021326751298205  0000007140000011960600000119606074 00320210115A
11012021326771298212  0000007140000004287400000042874010 00020210115A
11012021326774298291  0000007140000036659100000366591010 00020210115A
11012021326789298356  0000007140000011201100000111663010 00020210115A
11012021326790298448  0000007140000011843100000118431010 00020210115A
11012021326808298562  0000007140000035578100000355781010 00020210115A
11012021326810298474  0000007140000016866600000165671010 00020210115A
11012021326830298567  0000007140000010874900000085270010 00020210115A
11012021326910299216  0000007140000003548500000028482010 00020210115A
11012021326929299337  0000007140000023558100000235581012 01020210115A
11012021326937299309  0000007140000000501000000005010074 00320210115A
11012021327009299802  0000007140000017211600000170969010 00020210115A
11012021327041299921  0000007140000006146700000044585010 00020210115A
11012021327042299949  0000007140000026178100000261781074 00320210115A
11012021327064300103  0000007140000000487900000000000010 00020210115D
11012021327075300209  0000007140000007270900000072709010 00020210115A
11012021327079300241  0000007140000030038800000000000010 00020210115D
11012021327090300227  0000007140000002219300000009118010 00020210115A
11012021327110300403  0000007140000015886100000148098010 00020210115A
11012021327134300495  0000007140000006630800000052997010 00020210115A
11012021327147300621  0000007140000013159100000131591074 00320210115A
11012021327154300688  0000007140000012219100000122191012 00620210115A
11012021327165300667  0000007140000004726300000047263010 00020210115A
11012021327175300741  0000007140000008526000000082260074 00320210115A
11012021327192300767  0000007140000002580300000019233010 00020210115A
11012021327228300924  0000007140000026166800000241750074 00320210115A
11012021327249301049  0000007140000021235000000211549010 00020210115A
11012021327267301077  0000007140000005738700000057387010 00020210115A
11012021327291301254  0000007140000005431300000054313010 00020210115A
11012021327295301219  0000007140000006810300000040392010 00020210115A
12012021327329301356  0000007140000006308000000055382010 00020210115A
12012021327343301464  0000007140000011533100000102331074 00320210115A
12012021327369301803  0000007140000004199000000041990074 00320210115A
12012021327626306318  0000007140000007187200000071817074 00320210115A
12012021327676309133  0000007140000005008000000034180074 00320210115A
12012021327737312928  0000007140000009931000000096000074 00320210115A
12012021327778315613  0000007140000007136000000071360074 00320210115A
12012021327787316368  0000007140000001529000000015290010 00020210115A
12012021327790316679  0000007140000009798000000097980012 00820210115A
12012021327819317548  0000007140000003265000000032590074 00320210115A
12012021327837319306  0000007140000018714400000171166010 00020210115A
12012021327840319509  0000007140000005696700000054745010 00020210115A
12012021327919327148  0000007140000027498000000274980012 01020210115A
12012021327926327335  0000007140000011981000000109640010 00020210115A
12012021327946329266  0000007140000016999000000169990012 01020210115A
12012021328056337224  0000007140000038640400000379368010 00020210115A
12012021328063337588  0000007140000004197000000000000012 00620210115D
12012021328067337770  0000007140000006498000000051980074 00320210115A
12012021328086339565  0000007140000006222000000062149074 00320210115A
12012021328124341410  0000007140000010715000000088330010 00020210115A
12012021328137342554  0000007140000019401600000190867074 00320210115A
12012021328168344783  0000007140000009593000000095430010 00020210115A
12012021328169344678  0000007140000001383000000000000010 00020210115D
12012021328184345994  0000007140000003398000000033980074 00320210115A
12012021328196346309  0000007140000010568000000105680074 00320210115A
12012021328208347252  0000007140000008200000000082000012 00620210115A
12012021328235349283  0000007140000003692900000036929074 00320210115A
12012021328256350166  0000007140000000745000000007450010 00020210115A
12012021328287353048  0000007140000016999000000169990074 00320210115A
12012021328304353569  0000007140000003340000000033400010 00020210115A
12012021328318354080  0000007140000005029000000042720074 00320210115A
12012021328345357277  0000007140000004713200000046812010 00020210115A
12012021328347357616  0000007140000005158000000051580010 00020210115A
12012021328381360526  0000007140000029798000000297980010 00020210115A
12012021328385361013  0000007140000002576000000025760010 00020210115A
12012021328387361295  0000007140000042498000000424980012 00820210115A
12012021328393361283  0000007140000010505000000093970010 00020210115A
12012021328416363837  0000007140000006983000000069830012 00220210115A
12012021328419364195  0000007140000005274000000000000010 00020210115D
12012021328424364489  0000007140000008513000000084732010 00020210115A
12012021328428364714  0000007140000008995900000086203074 00320210115A
12012021328448366128  0000007140000005670000000056693010 00020210115A
12012021328451366295  0000007140000014531000000140162010 00020210115A
12012021328465367602  0000007140000007360000000028630074 00320210115A
12012021328472367811  0000007140000000200000000002000010 00020210115A
12012021328476368187  0000007140000013466400000124811074 00320210115A
12012021328484368603  0000007140000005526000000018280010 00020210115A
12012021328487368928  0000007140000017998000000179980074 00320210115A
12012021328531370467  0000007140000058499100000584991012 01820210115A
12012021328534370460  0000007140000019009000000166470010 00020210115A
12012021328546370781  0000007140000035999000000359990012 01020210115A
12012021328568371270  0000007140000003056000000016410010 00020210115A
12012021328582371866  0000007140000005052000000050520074 00320210115A
12012021328603372419  0000007140000018761000000187610010 00020210115A
12012021328606372532  0000007140000001775000000014750074 00320210115A
12012021328614372648  0000007140000003799000000037990010 00020210115A
12012021328618372693  0000007140000001499000000000000010 00020210115D
12012021328626372978  0000007140000005979300000059654074 00320210115A
12012021328632373028  0000007140000008560000000076960074 00320210115A
12012021328634373160  0000007140000009759000000095730010 00020210115A
12012021328635373209  0000007140000039998000000399980012 01220210115A
12012021328644373388  0000007140000041798000000417980074 00320210115A
12012021328647373474  0000007140000010350000000103500010 00020210115A
12012021328673374241  0000007140000011999000000119990074 00320210115A
12012021328723375238  0000007140000010205800000098727010 00020210115A
12012021328736375560  0000007140000020398000000203980074 00320210115A
12012021328739375588  0000007140000014903400000148142010 00020210115A
12012021328741375577  0000007140000010709000000087020074 00320210115A
12012021328754902808  0000007140000007694000000076840010 00020210115A
12012021328760375839  0000007140000010486300000104394010 00020210115A
12012021328769376043  0000007140000009197500000073585074 00320210115A
12012021328772376084  0000007140000003433500000028825010 00020210115A
12012021328790376555  0000007140000028298000000282980010 00020210115A
12012021328803376666  0000007140000007040000000070389010 00020210115A
12012021328811376818  0000007140000002745000000026760010 00020210115A
12012021328834377074  0000007140000007958100000073108010 00020210115A
12012021328838377241  0000007140000023261000000232610010 00020210115A
12012021328847377423  0000007140000006378000000061570010 00020210115A
12012021328849377347  0000007140000045298000000452980074 00320210115A
12012021328862377584  0000007140000025203200000215042010 00020210115A
12012021328873377779  0000007140000003298400000032984074 00320210115A
12012021328874377785  0000007140000002099000000000000010 00020210115D
12012021328875377775  0000007140000009671000000093270010 00020210115A
12012021328893378043  0000007140000005599000000055990010 00020210115A
12012021328901378118  0000007140000009986200000092662074 00320210115A
12012021328920378521  0000007140000054999000000549990012 03620210115A
12012021328940378854  0000007140000004576000000045660010 00020210115A
12012021328950378980  0000007140000006526000000063080074 00320210115A
12012021328981379444  0000007140000002839500000028395010 00020210115A
13012021328993379639  0000007140000001662000000013530010 00020210115A
13012021329007379833  0000007140000001770000000016245010 00020210115A
13012021329022380046  0000007140000000505000000005050010 00020210115A
13012021329025380088  0000007140000003351000000031476010 00020210115A
13012021329026380158  0000007140000005494000000054940010 00020210115A
13012021329043380517  0000007140000013398000000133980012 00620210115A
13012021329051380666  0000007140000006999000000069990010 00020210115A
13012021329129381628  0000007140000014962000000145730010 00020210115A
13012021329259383711  0000007140000000309500000003095010 00020210115A
13012021329284384329  0000007140000010179400000101654010 00020210115A
13012021329290384484  0000007140000015341000000153410010 00020210115A
13012021329295384665  0000007140000004298000000042980010 00020210115A
13012021329310385504  0000007140000008207000000073110074 00320210115A
13012021329315385650  0000007140000022142500000214930010 00020210115A
13012021329325386332  0000007140000013873200000138732074 00320210115A
13012021329326386239  0000007140000015341000000153170012 00420210115A
13012021329330386482  0000007140000002116000000021160010 00020210115A
13012021329345387638  0000007140000007102000000070300010 00020210115A
13012021329387390491  0000007140000002765400000026012010 00020210115A
13012021329409391704  0000007140000012924100000095711010 00020210115A
13012021329431393454  0000007140000006807000000068070010 00020210115A
13012021329441394278  0000007140000005573000000052860010 00020210115A
13012021329449394996  0000007140000010298000000102980074 00320210115A
13012021329451394901  0000007140000004855000000048550010 00020210115A
13012021329457395758  0000007140000004402000000000000012 01020210115D
13012021329461396158  0000007140000008740000000084300010 00020210115A
13012021329474397258  0000007140000002556000000025560074 00320210115A
13012021329475397309  0000007140000010690000000100110074 00320210115A
13012021329492398214  0000007140000001751000000015760010 00020210115A
13012021329497399325  0000007140000003999000000039990074 00320210115A
13012021329524401859  0000007140000003999000000039990074 00320210115A
13012021329526401883  0000007140000005832000000058220010 00020210115A
13012021329542403226  0000007140000002397000000023970074 00320210115A
13012021329544403535  0000007140000008491900000071657010 00020210115A
13012021329553404115  0000007140000008503000000084830010 00020210115A
13012021329556404525  0000007140000023999000000239990074 00320210115A
13012021329559404450  0000007140000003999000000039990074 00320210115A
13012021329561404639  0000007140000003701700000037017010 00020210115A
13012021329562404647  0000007140000001077000000010770074 00320210115A
13012021329575406222  0000007140000006011000000060110012 00620210115A
13012021329583406533  0000007140000031448000000285970010 00020210115A
13012021329592406924  0000007140000003999000000039990074 00320210115A
13012021329609407775  0000007140000004815000000046250010 00020210115A
13012021329623408497  0000007140000008051000000077930074 00320210115A
13012021329629408758  0000007140000018174800000177195010 00020210115A
13012021329631408782  0000007140000003197000000031970010 00020210115A
13012021329640409733  0000007140000102148200001021482074 00320210115A
13012021329641409766  0000007140000011832800000118321010 00020210115A
13012021329645410183  0000007140000016163000000161630010 00020210115A
13012021329648410085  0000007140000007647600000072866010 00020210115A
13012021329666411611  0000007140000006343000000061940010 00020210115A
13012021329674412280  0000007140000002899100000028991074 00320210115A
13012021329710414661  0000007140000019781200000192298074 00320210115A
13012021329712414842  0000007140000013404400000133637010 00020210115A
13012021329717414911  0000007140000018907700000188242010 00020210115A
13012021329722415461  0000007140000013969200000139182074 00320210115A
13012021329725415729  0000007140000003999000000039990074 00320210115A
13012021329726415650  0000007140000009107000000089880074 00320210115A
13012021329730415755  0000007140000006599000000058250074 00320210115A
13012021329736415897  0000007140000005298000000052980074 00320210115A
13012021329740416092  0000007140000011251300000111433074 00320210115A
13012021329752417089  0000007140000005895000000058950074 00320210115A
13012021329754417443  0000007140000011094000000108140010 00020210115A
13012021329757417407  0000007140000005669600000056696010 00020210115A
13012021329764417802  0000007140000001799000000017990074 00320210115A
13012021329772418145  0000007140000001431000000014010010 00020210115A
13012021329773418648  0000007140000004194000000041940012 00620210115A
13012021329785419549  0000007140000005118000000051180010 00020210115A
13012021329799420500  0000007140000005791000000057910074 00320210115A
13012021329800420549  0000007140000016879200000160704074 00320210115A
13012021329810420967  0000007140000011114000000096110010 00020210115A
13012021329826421560  0000007140000006842000000064140010 00020210115A
13012021329831421920  0000007140000006001000000055930010 00020210115A
13012021329834422226  0000007140000007497000000066080010 00020210115A
13012021329835422255  0000007140000005382100000052301074 00320210115A
13012021329854423430  0000007140000011047800000109809074 00320210115A
13012021329859424126  0000007140000024999000000249990074 00320210115A
13012021329863424140  0000007140000008384200000064292010 00020210115A
13012021329875424964  0000007140000010438500000094203010 00020210115A
13012021329879424951  0000007140000015814000000158140010 00020210115A
13012021329884425316  0000007140000011528000000115280010 00020210115A
13012021329885425454  0000007140000008787000000084520074 00320210115A
13012021329886425465  0000007140000004499000000044990012 01020210115A
13012021329887425381  0000007140000005071000000050650010 00020210115A
13012021329891425588  0000007140000003194000000031940074 00320210115A
13012021329894425745  0000007140000014644000000146440010 00020210115A
13012021329902426099  0000007140000032598000000325980074 00320210115A
13012021329905426560  0000007140000000719000000007190010 00020210115A
13012021329908426807  0000007140000015300100000143011010 00020210115A
13012021329911426981  0000007140000003461000000034110010 00020210115A
13012021329915427483  0000007140000005798000000057980074 00320210115A
13012021329922428087  0000007140000009904000000091750010 00020210115A
13012021329929428747  0000007140000009102000000069460012 01020210115A
13012021329933428698  0000007140000004933900000049339074 00320210115A
13012021329942429278  0000007140000001032800000010328010 00020210115A
13012021329948429459  0000007140000006000000000058680074 00320210115A
13012021329955430010  0000007140000005159000000040845010 00020210115A
13012021329960430360  0000007140000006996000000069960074 00320210115A
13012021329963430386  0000007140000001216000000012160074 00320210115A
13012021329967430557  0000007140000011830000000117140010 00020210115A
13012021329973430974  0000007140000005020000000047420010 00020210115A
13012021329988432191  0000007140000012914000000121206074 00320210115A
13012021329990432199  0000007140000004063000000022540010 00020210115A
13012021329992432297  0000007140000005197000000051970010 00020210115A
13012021330008433799  0000007140000035999000000359990012 00620210115A
13012021330018434375  0000007140000001999000000000000010 00020210115D
13012021330026435053  0000007140000011503000000101012074 00320210115A
13012021330035435901  0000007140000042498000000424980074 00320210115A
13012021330038436004  0000007140000009098000000090980074 00320210115A
13012021330049436859  0000007140000005444000000052340074 00320210115A
13012021330053437214  0000007140000023988000000239880010 00020210115A
13012021330061437905  0000007140000006896700000068922010 00020210115A
13012021330087439358  0000007140000007114200000069052074 00320210115A
13012021330107440888  0000007140000002898000000028980010 00020210115A
13012021330110441188  0000007140000014398000000143980010 00020210115A
13012021330111441333  0000007140000003299000000032990074 00320210115A
13012021330112441355  0000007140000019798000000197980074 00320210115A
13012021330114441207  0000007140000003098000000030980074 00320210115A
13012021330115441703  0000007140000130798000001307980012 01020210115A
13012021330128441975  0000007140000002394000000023850074 00320210115A
13012021330133442264  0000007140000014987000000138090074 00320210115A
13012021330137442463  0000007140000020548000000205480012 01020210115A
13012021330138442515  0000007140000004298000000042980074 00320210115A
13012021330143442628  0000007140000005342000000053020010 00020210115A
13012021330147442680  0000007140000001198000000011980010 00020210115A
13012021330150442966  0000007140000013415000000109550010 00020210115A
13012021330154443173  0000007140000007999000000079990010 00020210115A
13012021330155443100  0000007140000006298000000062980012 01220210115A
13012021330160443250  0000007140000005198100000050201010 00020210115A
13012021330163443400  0000007140000002930000000029300010 00020210115A
13012021330166443524  0000007140000016087000000129064010 00020210115A
13012021330167443511  0000007140000010920300000109203074 00320210115A
13012021330170443608  0000007140000004598000000045980012 00220210115A
13012021330175443886  0000007140000000769000000007690010 00020210115A
13012021330176444056  0000007140000004235000000042350010 00020210115A
13012021330183444286  0000007140000003388900000032192012 00220210115A
00000000330202        0000007140000000000000000039990    00020210115R
13012021330211445160  0000007140000013536200000135022010 00020210115A
13012021330213445257  0000007140000014495000000144950074 00320210115A
13012021330214445296  0000007140000005029000000042930010 00020210115A
13012021330219445495  0000007140000001996100000019061010 00020210115A
13012021330228445645  0000007140000007999000000079990074 00320210115A
13012021330229445653  0000007140000005413000000050010010 00020210115A
13012021330230445685  0000007140000000548500000005485010 00020210115A
13012021330233445835  0000007140000003082000000030670012 00620210115A
13012021330245446112  0000007140000010902000000106300074 00320210115A
13012021330250446220  0000007140000007382000000071820012 00620210115A
13012021330267446660  0000007140000020998000000209980074 00320210115A
13012021330274446819  0000007140000031398000000313980012 00620210115A
13012021330283446931  0000007140000011478000000084790010 00020210115A
13012021330284447043  0000007140000007020000000058658010 00020210115A
13012021330300447452  0000007140000021610000000215460074 00320210115A
13012021330306447481  0000007140000008034000000080340074 00320210115A
13012021330307447494  0000007140000013347500000126595010 00020210115A
13012021330308447554  0000007140000002230000000022300010 00020210115A
13012021330311447635  0000007140000008892900000078929012 01220210115A
13012021330321447775  0000007140000012396000000123060074 00320210115A
13012021330337448070  0000007140000002081000000020810010 00020210115A
13012021330344448255  0000007140000001971000000010920010 00020210115A
13012021330347448249  0000007140000000675000000006750074 00320210115A
13012021330354448389  0000007140000003018000000030180010 00020210115A
13012021330359448617  0000007140000010663700000087184074 00320210115A
13012021330366448738  0000007140000008195000000075840010 00020210115A
13012021330375449037  0000007140000016298000000162980010 00020210115A
13012021330376448998  0000007140000001105000000005980010 00020210115A
13012021330385449236  0000007140000002361000000023610010 00020210115A
13012021330388449379  0000007140000013504000000134098010 00020210115A
13012021330401449521  0000007140000002412000000020140010 00020210115A
13012021330403449532  0000007140000004166000000041660074 00320210115A
13012021330409449646  0000007140000021726000000055350074 00320210115A
13012021330416449747  0000007140000002605000000026050010 00020210115A
13012021330420449840  0000007140000007598000000075980012 00620210115A
13012021330423449863  0000007140000029999000000299990074 00320210115A
13012021330428449942  0000007140000005609000000054580074 00320210115A
13012021330430449967  0000007140000004298000000042980074 00320210115A
13012021330433450054  0000007140000003863000000038630010 00020210115A
13012021330443450176  0000007140000004435000000044005010 00020210115A
13012021330452450308  0000007140000006411500000064113074 00320210115A
13012021330457450386  0000007140000014999000000149990074 00320210115A
13012021330458450449  0000007140000000970000000009698010 00020210115A
13012021330460450465  0000007140000001981000000019810074 00320210115A
13012021330462450555  0000007140000010146000000101456074 00320210115A
13012021330463450524  0000007140000002471000000024710010 00020210115A
13012021330470450615  0000007140000012473000000101830074 00320210115A
13012021330477450703  0000007140000005398000000053980010 00020210115A
13012021330494451015  0000007140000001582100000015821010 00020210115A
13012021330495451039  0000007140000053096000000530960010 00020210115A
13012021330499451096  0000007140000025998000000259980010 00020210115A
13012021330503451077  0000007140000001632500000016325010 00020210115A
13012021330505451152  0000007140000029498000000294980012 00620210115A
13012021330514451335  0000007140000000650700000006507010 00020210115A
13012021330534451704  0000007140000005298000000052980074 00320210115A
13012021330537451717  0000007140000016619600000152270010 00020210115A
13012021330538451723  0000007140000006398000000063980010 00020210115A
13012021330539451741  0000007140000001271700000012717010 00020210115A
13012021330543451700  0000007140000013531000000027076010 00020210115A
13012021330544451870  0000007140000009775000000093340010 00020210115A
13012021330546451801  0000007140000003299000000032990074 00320210115A
13012021330554451919  0000007140000014999000000149990074 00320210115A
13012021330555451886  0000007140000000967000000009670074 00320210115A
13012021330556451934  0000007140000075398000000753980074 00320210115A
13012021330558451936  0000007140000012581600000125070074 00320210115A
13012021330560451933  0000007140000012019500000120125010 00020210115A
13012021330567452082  0000007140000008931200000083342010 00020210115A
13012021330570452126  0000007140000003819000000038190010 00020210115A
13012021330572452192  0000007140000025001300000229000074 00320210115A
13012021330575452203  0000007140000002689000000021910074 00320210115A
13012021330576452226  0000007140000001980000000000000010 00020210115D
14012021330581452359  0000007140000014999000000149990074 00320210115A
14012021330606452816  0000007140000012704000000121660010 00020210115A
14012021330608452830  0000007140000005248500000052485010 00020210115A
14012021330610452877  0000007140000050096000000500960010 00020210115A
14012021330623453108  0000007140000009077500000090775074 00320210115A
14012021330626453141  0000007140000010502500000105025074 00320210115A
14012021330631453228  0000007140000004661000000046310010 00020210115A
14012021330638453428  0000007140000001980000000000000010 00020210115D
14012021330650453674  0000007140000003499000000034990074 00320210115A
